Parameter,ParameterCode,MethodCode,RecordingMode,CollectionDescription,AnalysisDescription,CollectionType,MethodType,ReferenceMethodID,EquivalentMethod,FederalMDL,MinValue,MaxValue,Digits,RoundTruncateIndicator,Units,CarbonNumber,ChemicalFormula,APP_A_PARAMETERS,AQIPOLLUTANTS,BPOIL,COMBINABLE,CORE_HAPS,CRITERIA,CRITERIAGAS,CRITERIAPM,CSNCARBON,CSNDART,CSNIONS,CSNTRACEELEMENTS,CYLINDER_GASES,DESIGNVALUE,HAPS,IMPROVECARBON,IMPROVE_SPECIATION,KEYSAT,MET,NATTSCOREHAPS,NATTSREQUIRED,NPAPGASES,PAH,PAMS,PAMS_VOC,PEP,PMCOARSE,PM10SPECIATION,PM10_METAL,PM2.5CONTNONREF,PM2.5MASSALLMETHODS,PM2.5MASS/QA,PMP_REQUIRED,QUICKLOOK,SANDWICH,SATWEB,SCHOOLAIRTOXICS,SPECIATION,SPECIATIONCARBON,SPECIATIONCATION/ANION,SPECIATIONMETALS,TARGETSVOC,UATMPCARBONYL,UATMPVOC,VOC,Param-Method,NAAQS
n-Decane,43238,147,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - SATURN II GC/FID,VOC_Canister,,,,0.92,-0.92,,2,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-147,FALSE
n-Decane,43238,148,Intermittent,6L PRESSURIZED CANISTER,ENTECH PRECON - HP GC/FTIR/MS,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-148,FALSE
n-Decane,43238,149,Intermittent,6L SUBATM CANISTER,Entech Precon-  GC/FID/MSD,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-149,FALSE
n-Decane,43238,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON: GC/MS,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-150,FALSE
n-Decane,43238,152,Intermittent,SS-CANISTER-AMBIENT,PRECONCENTRATOR GC/FID,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-152,FALSE
n-Decane,43238,175,Intermittent,Passivated Canister,Cryogenic Preconcentration GC/MS,VOC_Canister,,,,0.1,-0.1,,2,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-175,FALSE
n-Decane,43238,176,Intermittent,6L SUBAMBIENT SS-CANISTER,ENTECH PRECONCENTRATOR GC/MS,VOC_Canister,,,,0.1,-0.1,,2,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-176,FALSE
n-Decane,43238,177,Intermittent,SS Canister Pressurized,Preconcentrator GC/FID/MSD,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-177,FALSE
n-Decane,43238,221,Continuous,Preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response - factor adjusted,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-221,FALSE
n-Decane,43238,222,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response - factor adjusted,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-222,FALSE
n-Decane,43238,223,Continuous,preconcentrator trap/thermal desorber - no drier,CAS AirmOzone - benzene response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-223,FALSE
n-Decane,43238,224,Continuous,preconcentrator trap/thermal desorber - Nafion drier,CAS AirmOzone - butane response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-224,FALSE
n-Decane,43238,225,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID - carbon response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-225,FALSE
n-Decane,43238,226,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - carbon response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-226,FALSE
n-Decane,43238,227,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - carbon response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-227,FALSE
n-Decane,43238,228,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - carbon response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-228,FALSE
n-Decane,43238,229,Continuous,preconcentrator trap/thermal desorber - Nafion drier,PerkinElmer auto-GC dual FID – individual compound response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-229,FALSE
n-Decane,43238,230,Continuous,preconcentrator trap/thermal desorber - Nafion drier,Markes Unity TD/Agilent GC dual FID - individual compound response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-230,FALSE
n-Decane,43238,231,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes Unity TD/Agilent GC dual FID - individual compound response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-231,FALSE
n-Decane,43238,232,Continuous,preconcentrator trap/thermal desorber - electronic drier,Markes CIA TD/Agilent GC dual FID - individual compound response,VOC_GC,,,,0.5,-1,1000,4,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-232,FALSE
n-Decane,43238,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,VOC_GC,,,,0.89,-0.89,,2,R,Parts per billion Carbon,10,C10H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43238-908,FALSE
Heptachlor,43170,167,Intermittent,GMW HI VOL 2000H,FINNIGAN MAGNUM GC/MS,HAPS_GC,,,,3,-3,,1,R,Nanograms/cubic meter (25 C),10,C10H5Cl7,,,,,,,,,,,,,,,HAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43170-167,FALSE
Heptachlor,43170,178,Intermittent,Hi Vol PUF/XAD,GC-MS,HAPS_GC,,,,0.5,-0.5,,2,R,Nanograms/cubic meter (25 C),10,C10H5Cl7,,,,,,,,,,,,,,,HAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43170-178,FALSE
Heptachlor epoxide,43151,167,Intermittent,GMW HI VOL 2000H,FINNIGAN MAGNUM GC/MS,_GC,,,,3,-3,,1,R,Nanograms/cubic meter (25 C),10,C10H5Cl7O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43151-167,FALSE
Heptachlor epoxide,43151,178,Intermittent,Hi Vol PUF/XAD,GC-MS,_GC,,,,0.5,-0.5,,2,R,Nanograms/cubic meter (25 C),10,C10H5Cl7O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43151-178,FALSE
Dacthal,43156,167,Intermittent,GMW HI VOL 2000H,FINNIGAN MAGNUM GC/MS,_GC,,,,3,-3,,1,R,Nanograms/cubic meter (25 C),10,C10H6Cl4O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43156-167,FALSE
"1,4-Naphthoquinone (TSP) STP",16730,116,Intermittent,Hi Vol/XAD-2,GC/MS,TSP Speciation,,,,29.1,0,,1,R,Nanograms/cubic meter (25 C),10,C10H6O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16730-116,FALSE
2-Chloronaphthalene (TSP) STP,16742,116,Intermittent,Hi Vol/XAD-2,GC/MS,TSP Speciation,,,,20.5,0,,1,R,Nanograms/cubic meter (25 C),10,C10H7Cl,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,16742-116,FALSE
Naphthalene (TSP) STP,17141,101,Intermittent,HI-VOL/PUF-XAD,GC-MS-SIM,TSP Speciation,,,,2,0,,0,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-101,FALSE
Naphthalene (TSP) STP,17141,102,Intermittent,HI-VOL/PUF CARTRIDGE,TO-13- EPA610- EPA625,TSP Speciation,,,,0.1,0,,1,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-102,FALSE
Naphthalene (TSP) STP,17141,105,Intermittent,Hi Vol/PUF,GC/MS TO-13A,TSP Speciation,,,,0.3,0,,1,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-105,FALSE
Naphthalene (TSP) STP,17141,106,Intermittent,HI-Vol/PUF & XAD-2,TO-13- EPA610- EPA625,TSP Speciation,,,,0.3,0,,2,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-106,FALSE
Naphthalene (TSP) STP,17141,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,TSP Speciation,,,,2,0,,0,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-110,FALSE
Naphthalene (TSP) STP,17141,116,Intermittent,Hi Vol/XAD-2,GC/MS,TSP Speciation,,,,34.3,0,,1,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-116,FALSE
Naphthalene (TSP) STP,17141,117,Intermittent,Hi Vol/PUF,GCMS TO-13,TSP Speciation,,,,0.0001,0,,5,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-117,FALSE
Naphthalene (TSP) STP,17141,118,Intermittent,Hi Vol/PUF-XAD-2,GCMS TO-13,TSP Speciation,,,,0.477,0,,3,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-118,FALSE
Naphthalene (TSP) STP,17141,119,Intermittent,Hi Vol/PUF-XAD-2,GCMS-SIM Modified TO-13A,TSP Speciation,,,,0.477,0,,3,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-119,FALSE
Naphthalene (TSP) STP,17141,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,TSP Speciation,,,,0.01,0,,2,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-126,FALSE
Naphthalene (TSP) STP,17141,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON GC/MS,TSP Speciation,,,,0.1,0,,1,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-150,FALSE
Naphthalene (TSP) STP,17141,904,Intermittent,SKC Pump XAD-2 SORBENT Tube,HPLC Fluorescence/UV NIOSH 5506,TSP Speciation,,,,690,,,0,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-904,FALSE
Naphthalene (TSP) STP,17141,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,TSP Speciation,,,,1610,0,,2,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-908,FALSE
Naphthalene (TSP) STP,17141,909,Intermittent,SKC Pump XAD-2 SORBENT Tube,GC/MS NIOSH 5515 REAC SOP 1817,TSP Speciation,,,,3970,,,0,R,Nanograms/cubic meter (25 C),10,C10H8,,,BP OIL,,,,,,,,,,,,HAPS,,,KEY SAT,,NATTS CORE HAPS,NATTS REQUIRED,,PAH,,,,,,,,,,,,,SAT WEB,SCHOOL AIR TOXICS,,,,,TARGET SVOC,,,,17141-909,FALSE
Naphthalene,45850,110,Intermittent,SS-CANISTER-PRESSURIZED,GAS CHROMATOGRAPH MASS SPECTRO,HAPS_Canister,,,,0.1,-2,,1,R,Parts per billion Carbon,10,C10H8,,,,,,,,,,,,,,,HAPS,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45850-110,FALSE
Naphthalene,45850,116,Intermittent,Mixed Sorbent Cartridge,GC/MS,HAPS_Cartridge,,,,0.32,-0.32,,3,R,Parts per billion Carbon,10,C10H8,,,,,,,,,,,,,,,HAPS,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45850-116,FALSE
Naphthalene,45850,136,Continuous,iNSTRUMENTAL,ENTECH 2000 W/MS/FID,HAPS_GC,,,,0.32,-0.32,,3,R,Parts per billion Carbon,10,C10H8,,,,,,,,,,,,,,,HAPS,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45850-136,FALSE
Naphthalene,45850,150,Intermittent,SS 6L- PRESSURIZED CANISTER,CRYOGENIC PRECON GC/MS,HAPS_Canister,,,,0.1,0,,1,R,Parts per billion Carbon,10,C10H8,,,,,,,,,,,,,,,HAPS,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45850-150,FALSE
Naphthalene,45850,176,Intermittent,6L Subatm SS Canister,Entech Precon GC/MS,HAPS_Canister,,,,0.1,-0.1,,2,R,Parts per billion Carbon,10,C10H8,,,,,,,,,,,,,,,HAPS,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45850-176,FALSE
Naphthalene,45850,210,Intermittent,SS 6L Pressurized Canister,Cryogenic Precon GC/MS,HAPS_Canister,,,,0.04,-0.04,,3,R,Parts per billion Carbon,10,C10H8,,,,,,,,,,,,,,,HAPS,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45850-210,FALSE
1-Naphthylamine (TSP) STP,16731,116,Intermittent,Hi Vol/XAD-2,GC/MS,TSP Speciation,,,,122.3,0,,1,R,Nanograms/cubic meter (25 C),10,C10H9N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16731-116,FALSE
2-Naphthylamine  (TSP) STP,16744,116,Intermittent,Hi Vol/XAD-2,GC/MS,TSP Speciation,,,,120.5,0,,1,R,Nanograms/cubic meter (25 C),10,C10H9N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16744-116,FALSE
2-Methylnaphthalene (TSP) STP,16915,96,Intermittent,HI-VOL,EMISSION SPECTRA ICAP,TSP Speciation,,,,0.002,0,,2,R,Nanograms/cubic meter (25 C),11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,16915-096,FALSE
2-Methylnaphthalene (TSP) STP,16915,101,Intermittent,HI-VOL/PUF,GC-MS,TSP Speciation,,,,0.0089,0,,5,R,Nanograms/cubic meter (25 C),11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,16915-101,FALSE
2-Methylnaphthalene (TSP) STP,16915,106,Intermittent,HI-Vol/PUF & XAD-2,TO-13- EPA610- EPA625,TSP Speciation,,,,0.3,0,,2,R,Nanograms/cubic meter (25 C),11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,16915-106,FALSE
2-Methylnaphthalene (TSP) STP,16915,116,Intermittent,Hi Vol/XAD-2,GC/MS,TSP Speciation,,,,29.4,0,,1,R,Nanograms/cubic meter (25 C),11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,16915-116,FALSE
2-Methylnaphthalene (TSP) STP,16915,118,Intermittent,Hi Vol/PUF-XAD-2,GCMS TO-13,TSP Speciation,,,,0.0474,,,4,R,Nanograms/cubic meter (25 C),11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,16915-118,FALSE
2-Methylnaphthalene (TSP) STP,16915,909,Intermittent,SKC Pump XAD-2 Sorbent Tubes,GC/MS NIOSH 5515 REAC SOP1817,TSP Speciation,,,,4230,0,,0,R,Nanograms/cubic meter (25 C),11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,16915-909,FALSE
1-Methylnaphthalene,45851,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,PAH_Cartridge,,,,0.32,-0.32,,3,R,Parts per billion Carbon,11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45851-116,FALSE
2-Methylnaphthalene,45852,116,Intermittent,MIXED SORBENT CARTRIDGE,GC/MS,PAH_Cartridge,,,,0.32,-0.32,,3,R,Parts per billion Carbon,11,C11H10,,,,,,,,,,,,,,,,,,,,,,,PAH,,,,,,,,,,,,,,,,,,,,,,,45852-116,FALSE
1-Undecene,43299,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,BP OIL_Canister,,,,0.85,-0.85,,2,R,Parts per billion Carbon,11,C11H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43299-101,FALSE
1-Undecene,43299,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,BP OIL_Canister,,,,0.01,-0.01,,1,R,Parts per billion Carbon,11,C11H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43299-123,FALSE
1-Undecene,43299,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,BP OIL_Canister,,,,1,-1,,1,R,Parts per billion Carbon,11,C11H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43299-124,FALSE
1-Undecene,43299,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,BP OIL_Canister,,,,0.1,-0.1,,2,R,Parts per billion Carbon,11,C11H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43299-126,FALSE
1-Undecene,43299,908,Intermittent,SKC Pump Charcoal Tube,GC/MS REAC SOP 1816,BP OIL_GC,,,,0.89,-0.89,,2,R,Parts per billion Carbon,11,C11H22,,,BP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43299-908,FALSE
Undecanal,43527,102,Continuous,Cartridge-DNPH-on silica,HPLC Ultraviolet Absorption,_Cartridge,,,,0.1,-0.1,,2,R,Parts per billion Carbon,11,C11H22O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43527-102,FALSE
n-Undecane,43954,91,Continuous,MANUAL,FLAME IONIZATION,VOC_091,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-091,FALSE
n-Undecane,43954,101,Intermittent,CANISTER SUBAMBIENT PRESSURE,MULTI DETECTOR GC,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-101,FALSE
n-Undecane,43954,120,Intermittent,SORBANT TUBE-CARBOSIEVE-C-TRAP,GAS CHROMATOGRAPH W/FLAME; GC FID,VOC_GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-120,FALSE
n-Undecane,43954,122,Intermittent,6L AMBIENT CANISTER,DUAL FID - PAMS,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-122,FALSE
n-Undecane,43954,123,Intermittent,6L PRESSURIZED CANISTER,DUAL FID - PAMS,VOC_Canister,,,,0.01,-0.01,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-123,FALSE
n-Undecane,43954,124,Intermittent,6L PRESSURIZED CANISTER,DUAL FID,VOC_Canister,,,,1,-1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-124,FALSE
n-Undecane,43954,125,Continuous,PRECONCENTRATION TRAP,CHROMPACK AUTOMATED GC- SUBAMB FID,VOC_GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-125,FALSE
n-Undecane,43954,126,Intermittent,SS CANISTER PRESSURIZED,CRYOGENIC PRECONCENTRATION GC/FID,VOC_Canister,,,,0.1,-0.1,,2,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-126,FALSE
n-Undecane,43954,127,Intermittent,6L SUBAMBIENT SS-CANISTER,INCOS 50XL GC/MS,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-127,FALSE
n-Undecane,43954,128,Continuous,PRECONCENTRATION TRAP,PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,VOC_GC,,,,0.01,-0.01,,2,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-128,FALSE
n-Undecane,43954,129,Intermittent,6L SUBAMBIENT SS-CANISTER,VARIAN SATURN-2 GC/MS,VOC_Canister,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-129,FALSE
n-Undecane,43954,135,Continuous,INSTRUMENTAL,ENTECH CRYFOCUS/VARIAN GC/FINN DTMS,VOC_GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-135,FALSE
n-Undecane,43954,136,Continuous,INSTRUMENTAL,ENTECH 2000 W/ MS/FID,VOC_GC,,,,0.1,-0.1,,1,R,Parts per billion Carbon,11,C11H24,,,BP OIL,,,,,,,,,,,,,,,,,,,,,PAMS,PAMS_VOC,,,,,,,,,,,,,,,,,,,,VOC,43954-136,FALSE
