Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2023-10-03 21",0.0472,0.1675,0.716
"2023-10-03 22",0.0196,0.1805,0.6252
"2023-10-03 23",0.0254,0.5529,0.7783
"2023-10-04 2",0.0315,0.1772,0.7728
"2023-10-04 3",0.0665,0.2287,0.7364
"2023-10-04 4",0.0713,0.1908,0.7489
"2023-10-04 5",0.0403,0.2042,0.8347
"2023-10-04 6",0.0324,0.2817,0.8857
"2023-10-04 7",7.6593,0.435,1.6926
"2023-10-04 8",11.9104,0.5597,2.7296
"2023-10-04 9",0.9675,0.235,1.3347
"2023-10-04 10",1.5594,0.2343,1.3745
"2023-10-04 11",2.3052,0.3525,2.5102
"2023-10-04 12",0.7032,0.2705,1.9007
"2023-10-04 13",0.2724,0.2605,1.7451
"2023-10-04 14",0.3377,0.224,1.6211
"2023-10-04 15",0.3666,0.4416,1.7631
"2023-10-04 16",0.2884,0.2319,1.5039
"2023-10-04 17",0.4518,0.2202,1.4343
"2023-10-04 18",0.4937,0.2135,1.5133
"2023-10-04 19",0.3212,0.2329,1.897
"2023-10-04 20",0.2489,0.3265,1.7673
"2023-10-04 21",0.1542,0.1147,1.5695
"2023-10-04 22",0.0731,0.1806,1.5935
"2023-10-04 23",0.0317,0.1672,1.5891
"2023-10-05 0",0.0373,0.189,1.6022
"2023-10-05 1",0.0224,0.1797,1.5914
"2023-10-05 4",0.0107,0.1706,1.4035
"2023-10-05 5",0.014,0.1785,1.5057
"2023-10-05 6",0.0358,0.1746,1.4926
"2023-10-05 7",0.0771,0.1819,1.49
"2023-10-05 8",0.5307,0.1751,1.4877
"2023-10-05 9",0.3003,0.2859,1.292
"2023-10-05 10",0.3455,0.4785,1.2141
"2023-10-05 11",0.4147,0.5073,1.1919
"2023-10-05 12",0.2826,0.4706,1.2895
"2023-10-05 13",0.254,0.4098,1.1742
"2023-10-05 14",0.3207,0.3585,1.2078
"2023-10-05 15",0.4936,0.2775,1.0514
"2023-10-05 16",0.4513,0.277,1.0728
"2023-10-05 17",0.4599,0.2746,1.0956
"2023-10-05 18",0.9577,0.257,1.4458
"2023-10-05 19",0.4526,0.25,1.4057
"2023-10-05 20",0.2423,0.2573,1.2212
"2023-10-05 21",0.1327,0.2236,1.1421
"2023-10-05 22",0.0705,0.3931,1.0391
"2023-10-05 23",0.0451,0.2181,1.0218
"2023-10-06 2",0.0517,0.1879,1.0047
"2023-10-06 3",0.0388,0.2367,0.9135
"2023-10-06 4",0.0347,0.2168,0.8069
"2023-10-06 5",0.0269,0.2739,0.9418
"2023-10-06 6",0.0366,0.1577,0.8813
"2023-10-06 7",0.1606,0.1986,0.8089
"2023-10-06 8",0.5224,0.2427,0.8881
"2023-10-06 9",0.276,0.2835,0.8574
"2023-10-06 10",0.3947,0.3121,0.7649
"2023-10-06 11",0.5142,0.4549,0.9103
"2023-10-06 14",0.484,0.434,0.9656
"2023-10-06 15",0.7328,0.3265,0.9253
"2023-10-06 16",0.7521,0.2993,0.8862
"2023-10-06 17",0.6159,0.2854,0.9098
"2023-10-06 18",1.2408,0.2922,1.0372
"2023-10-06 19",0.6091,0.2707,1.272
"2023-10-06 20",0.2889,0.3734,1.0794
"2023-10-06 21",0.1458,0.398,1.0268
"2023-10-06 22",0.069,0.3428,0.9261
"2023-10-06 23",0.0406,0.2791,0.8832
"2023-10-07 2",0.0327,0.2214,0.9238
"2023-10-07 3",0.0358,0.3441,0.816
"2023-10-07 4",0.0312,0.2796,0.8207
"2023-10-07 5",0.018,0.3472,0.9324
"2023-10-07 6",0.0322,0.2699,0.8784
"2023-10-07 7",0.0959,0.2819,0.7371
"2023-10-07 8",0.587,0.2783,0.9783
"2023-10-07 9",0.486,0.3268,0.6963
"2023-10-07 10",0.4691,0.3818,0.7183
"2023-10-07 11",0.3764,0.4827,0.8111
"2023-10-07 12",0.4906,0.6303,0.9625
"2023-10-07 13",0.3962,0.273,0.8233
"2023-10-07 14",0.3049,0.2458,0.8491
"2023-10-07 15",0.3036,0.2875,0.8674
"2023-10-07 16",0.4393,0.3991,0.8389
"2023-10-07 17",0.5289,0.4158,0.841
"2023-10-07 18",1.3113,0.4798,1.1864
"2023-10-07 19",0.3082,0.3103,0.9812
"2023-10-07 20",0.0655,0.3242,0.8947
"2023-10-07 23",0.0315,0.1934,0.842
"2023-10-08 0",0.0284,0.1937,0.865
"2023-10-08 1",0.0246,0.2529,0.9305
"2023-10-08 5",0.0229,0.2322,0.8656
"2023-10-08 6",0.0099,0.2245,0.7945
"2023-10-08 7",0.0695,0.2679,0.7712
"2023-10-08 8",0.4087,0.2612,0.8556
"2023-10-08 9",0.6238,0.32,0.7186
"2023-10-08 10",0.4799,0.3488,0.6758
"2023-10-08 11",0.4543,0.3731,0.6405
"2023-10-08 12",0.487,0.4082,0.668
"2023-10-08 13",0.325,0.3551,0.6412
"2023-10-08 14",0.2876,0.3504,0.6223
"2023-10-08 15",0.4406,0.5834,0.8346
"2023-10-08 16",0.4648,0.3074,0.8593
"2023-10-08 17",1.3008,0.39,0.792
"2023-10-08 18",1.2849,0.3391,0.9762
"2023-10-08 19",0.3146,0.2337,0.8703
"2023-10-08 20",0.0695,0.2474,0.8174
"2023-10-08 21",0.0383,0.2183,0.8472
"2023-10-08 22",0.0289,0.1995,0.7105
"2023-10-08 23",0.0429,0.189,0.7681
"2023-10-09 2",0.0233,0.1679,0.8026
"2023-10-09 3",0.0154,0.1582,0.7298
"2023-10-09 4",0.013,0.1539,0.6619
"2023-10-09 5",0,0.1698,0.6952
"2023-10-09 6",0,0.1729,0.6785
"2023-10-09 7",0.0824,0.2028,0.6371
"2023-10-09 8",0.4523,0.2249,0.8676
"2023-10-09 9",1.0654,0.2413,0.7361
"2023-10-09 10",0.8845,0.2898,0.6491
"2023-10-09 11",0.5198,0.272,0.5275
"2023-10-09 12",0.397,0.304,0.4626
"2023-10-09 13",0.535,0.3257,0.5593
"2023-10-09 14",0.5875,0.42,0.5116
"2023-10-09 15",0.3579,0.336,0.5637
"2023-10-09 16",0.5713,0.462,0.5724
"2023-10-09 17",2.4875,0.5184,0.6408
"2023-10-09 18",0.9721,0.483,0.8873
"2023-10-09 19",0.2361,0.4416,0.6366
"2023-10-09 20",0.0431,0.3019,0.631
"2023-10-09 21",0.0459,0.2865,0.5825
"2023-10-09 22",0.0271,0.2817,0.5002
"2023-10-09 23",0.0182,0.2802,0.5399
"2023-10-10 0",0.0246,0.2623,0.5784
"2023-10-10 1",0.0395,0.292,0.7151
"2023-10-10 4",0.0276,0.2177,0.5707
"2023-10-10 5",0.0249,0.2214,0.57
"2023-10-10 6",0.0112,0.2325,0.5479
"2023-10-10 7",0.1023,0.2579,0.6544
"2023-10-10 8",0.4244,0.2409,0.6803
"2023-10-10 9",1.134,0.3055,0.6286
"2023-10-10 10",0.8544,0.3252,0.5209
"2023-10-10 11",0.6276,0.298,0.5268
"2023-10-10 12",0.571,0.3194,0.5262
"2023-10-10 13",0.9345,0.2552,0.4659
"2023-10-10 14",0.7905,0.2426,0.4791
"2023-10-10 15",0.7245,0.3454,0.571
"2023-10-10 16",0.4394,0.2819,0.5226
"2023-10-10 17",0.1558,0.2658,0.5521
"2023-10-10 18",0.0632,0.228,0.5094
"2023-10-10 19",0.0452,0.2439,0.6062
"2023-10-10 20",0.0254,0.2267,0.7595
"2023-10-10 21",0.0187,0.2172,0.7392
"2023-10-10 22",0.0256,0.2325,0.7519
"2023-10-10 23",0.0244,0.2409,0.7371
"2023-10-11 2",0.0292,0.2498,0.5577
"2023-10-11 3",0.0376,0.299,0.705
"2023-10-11 4",0.0363,0.306,0.5957
"2023-10-11 5",0.0786,0.3748,0.6785
"2023-10-11 6",0.0375,0.2582,0.5766
"2023-10-11 7",0.034,0.2558,0.522
"2023-10-11 8",0.0272,0.2658,0.5682
"2023-10-11 9",0.0513,0.2584,0.5786
"2023-10-11 10",0.0716,0.2623,0.5514
"2023-10-11 11",0.0979,0.2663,0.6407
"2023-10-11 12",0.0749,0.2848,0.6434
"2023-10-11 13",0.1284,0.2172,0.686
"2023-10-11 14",0.1471,0.2974,0.6169
"2023-10-11 15",0.1867,0.3069,0.5788
"2023-10-11 16",0.1007,0.224,0.6116
"2023-10-11 17",0.0645,0.2495,0.5422
"2023-10-11 18",0.0289,0.2451,0.5535
"2023-10-11 19",0.0107,0.2107,0.5375
"2023-10-11 20",0.0366,0.2078,0.6855
"2023-10-11 21",0.0332,0.1683,0.6245
"2023-10-11 22",0.0629,0.2105,0.6861
"2023-10-11 23",0.0228,0.1654,0.6937
"2023-10-12 0",0.031,0.1387,0.8747
"2023-10-12 1",0.022,0.1958,0.4677
"2023-10-12 4",0,0.1606,0.68
"2023-10-12 5",0.0352,0.1763,0.5556
"2023-10-12 6",0.0796,0.1877,0.4919
"2023-10-12 7",0.0399,0.1651,0.5312
"2023-10-12 8",0.0211,0.1898,0.469
"2023-10-12 9",0.1185,0.2159,0.4584
"2023-10-12 10",0.1094,0.2075,0.5094
"2023-10-12 11",0.0588,0.1944,0.5186
"2023-10-12 12",0.0707,0.2059,0.5034
"2023-10-12 13",0.1169,0.1801,0.7731
"2023-10-12 14",0.1933,0.1911,0.5745
"2023-10-12 15",0.1847,0.1779,0.7099
"2023-10-12 16",0.1472,0.2107,0.7521
"2023-10-12 17",0.2717,0.1958,0.7985
"2023-10-12 18",0.2121,0.401,0.81
"2023-10-12 19",0.1122,0.1724,0.8275
"2023-10-12 20",0.0693,0.1523,0.8462
"2023-10-12 21",0.0451,0.1609,0.8114
"2023-10-12 22",0.0218,0.1392,0.8136
"2023-10-12 23",0.0086,0.1429,0.8215
"2023-10-13 2",0.019,0.1221,0.8461
"2023-10-13 3",0.0205,0.1396,0.7202
"2023-10-13 4",0.0086,0.1425,0.5513
"2023-10-13 5",0.0244,0.1599,0.6273
"2023-10-13 6",0.0145,0.1431,0.7338
"2023-10-13 7",0.0271,0.1842,0.7958
"2023-10-13 8",0.1741,0.167,0.9248
"2023-10-13 9",0.2134,0.2419,0.6224
"2023-10-13 10",0.1723,0.2238,0.4267
"2023-10-13 11",0.1642,0.2198,0.407
"2023-10-13 12",0.1278,0.2432,0.3677
"2023-10-13 13",0.1741,0.2456,0.4158
"2023-10-13 14",0.1355,0.2937,0.4787
"2023-10-13 15",0.1532,0.2654,0.4971
"2023-10-13 16",0.224,0.2561,0.4204
"2023-10-13 17",0.9021,0.2088,0.5039
"2023-10-13 18",0.3024,0.3797,0.9778
"2023-10-13 19",0.1157,0.2862,0.7264
"2023-10-13 20",0.1111,0.2615,0.8077
"2023-10-13 21",0.0825,0.2667,0.6394
"2023-10-13 22",0.0578,0.2321,0.6177
"2023-10-13 23",0.0622,0.233,0.6811
"2023-10-14 0",0.0428,0.2306,0.7388
"2023-10-14 1",0.0277,0.3427,0.7081
"2023-10-14 4",0,0.2527,0.642
"2023-10-14 5",0.0172,0.1527,0.6604
"2023-10-14 6",0.0097,0.1729,0.8071
"2023-10-14 7",0.3206,0.194,0.7589
"2023-10-14 8",0.0938,0.2375,0.5914
"2023-10-14 9",0.1845,0.2948,0.6415
"2023-10-14 10",0.2364,0.2523,0.5876
"2023-10-14 11",0.2506,0.2985,0.5458
"2023-10-14 12",0.3732,0.3203,0.446
"2023-10-14 13",0.2156,0.3077,0.4326
"2023-10-14 14",0.2139,0.3386,0.4681
"2023-10-14 15",0.1869,0.3325,0.4227
"2023-10-14 16",0.1604,0.3279,0.4529
"2023-10-14 17",0.6147,0.3571,0.5364
"2023-10-14 18",0.3542,0.2668,0.882
"2023-10-14 19",0.1319,0.3262,0.7109
"2023-10-14 20",0.07,0.2241,0.7016
"2023-10-14 23",0,0.1805,0.6446
"2023-10-15 3",0,0.1528,0.6614
"2023-10-15 4",0.0226,0.1509,0.6227
"2023-10-15 5",0,0.2778,0.6135
"2023-10-15 6",0,0.1898,0.6441
"2023-10-15 7",0.0322,0.2013,0.6837
"2023-10-15 8",0.1862,0.2372,0.5105
"2023-10-15 9",0.2517,0.2269,0.4609
"2023-10-15 10",0.313,0.2806,0.4533
"2023-10-15 11",0.3389,0.371,0.5574
"2023-10-15 12",0.3113,0.4644,0.5011
"2023-10-15 13",0.3925,0.61,0.6248
"2023-10-15 14",0.2402,0.5233,0.4947
"2023-10-15 15",0.3016,0.4977,0.6166
"2023-10-15 16",0.2692,0.4402,0.5479
"2023-10-15 17",1.7311,0.3849,0.6688
"2023-10-15 18",0.8958,0.3744,1.0517
"2023-10-15 19",0.1915,0.2853,0.7245
"2023-10-15 20",0.0627,0.2668,0.6871
"2023-10-15 21",0.0484,0.2545,0.6214
"2023-10-15 22",0.0362,0.2363,0.6282
"2023-10-15 23",0.0177,0.2579,0.4992
"2023-10-16 0",0.0195,0.2594,0.6116
"2023-10-16 1",0.0251,0.3326,0.582
"2023-10-16 4",0.0144,0.2299,0.5527
"2023-10-16 5",0.0426,0.2529,0.5314
"2023-10-16 6",0.0125,0.2207,0.5734
"2023-10-16 7",0.0461,0.24,0.5995
"2023-10-16 8",0.2844,0.3582,0.6848
"2023-10-16 9",0.6264,0.2827,0.5173
"2023-10-16 10",1.2159,0.4098,0.6213
"2023-10-16 11",0.566,0.3897,0.4997
"2023-10-16 12",0.6514,0.6633,0.6509
"2023-10-16 13",0.4086,0.5503,0.4814
"2023-10-16 14",0.4018,0.6111,0.452
"2023-10-16 15",0.4117,0.667,0.5314
"2023-10-16 16",0.4137,0.6897,0.602
"2023-10-16 17",0.9913,0.6548,0.7896
"2023-10-16 18",0.5753,0.4601,0.8695
"2023-10-16 19",0.125,0.341,0.6324
"2023-10-16 20",0.0495,0.3281,0.5657
"2023-10-16 21",0.0414,0.3121,0.5757
"2023-10-16 22",0.0253,0.2956,0.5191
"2023-10-16 23",0.0106,0.2977,0.512
"2023-10-17 2",0.0162,0.2456,0.6009
"2023-10-17 3",0.0295,0.2667,0.5243
"2023-10-17 4",0.0187,0.2932,0.4974
"2023-10-17 5",0.0258,0.2369,0.5631
"2023-10-17 6",0.0132,0.2566,0.5113
"2023-10-17 7",0.1172,0.2979,0.5446
"2023-10-17 8",0.277,0.3583,0.5682
"2023-10-17 9",0.5797,0.3288,0.5535
"2023-10-17 10",0.4571,0.3831,0.6101
"2023-10-17 11",0.5543,0.5344,0.664
"2023-10-17 12",0.3603,0.8352,0.6591
"2023-10-17 13",0.4095,0.7912,0.6064
"2023-10-17 14",0.3803,0.2241,0.5828
"2023-10-17 15",0.3458,0.244,0.5595
"2023-10-17 16",0.2852,0.2427,0.5416
"2023-10-17 17",0.5127,0.4877,0.631
"2023-10-17 18",0.4827,0.5045,0.6808
"2023-10-17 19",0.1345,0.3986,0.5702
"2023-10-17 20",0.032,0.2817,0.5454
"2023-10-17 21",0.0162,0.2333,0.6331
"2023-10-17 22",0.0198,0.3732,0.5314
"2023-10-17 23",0.0244,0.2188,0.5052
"2023-10-18 0",0.0187,0.3026,0.5309
"2023-10-18 1",0,0.2752,0.4484
"2023-10-18 4",0.0152,0.2767,0.5125
"2023-10-18 5",0.013,0.223,0.466
"2023-10-18 6",0.019,0.2338,0.4712
"2023-10-18 7",0.0286,0.2078,0.5268
"2023-10-18 8",0.1317,0.2505,0.614
"2023-10-18 9",0.2649,0.3234,0.5665
"2023-10-18 10",0.2808,0.352,0.5081
"2023-10-18 11",0.2882,0.4182,0.4762
"2023-10-18 12",0.2714,0.2236,0.4976
"2023-10-18 13",0.2928,0.2473,0.5496
"2023-10-18 14",0.4473,0.2359,0.4829
"2023-10-18 15",0.2814,0.2346,0.4715
"2023-10-18 16",0.4338,0.3823,0.4854
"2023-10-18 17",0.2996,0.3525,0.5416
"2023-10-18 18",0.3892,0.3286,0.6683
"2023-10-18 19",0.1812,0.341,0.6119
"2023-10-18 20",0.051,0.4591,0.4892
"2023-10-18 21",0.0292,0.3022,0.5189
"2023-10-18 22",0.0121,0.1653,0.4211
"2023-10-18 23",0.0145,0.1646,0.4018
"2023-10-19 2",0.0201,0.2167,0.4887
"2023-10-19 3",0,0.234,0.4626
"2023-10-19 4",0,0.2235,0.4615
"2023-10-19 5",0.0231,0.1729,0.4714
"2023-10-19 6",0.013,0.2282,0.4445
"2023-10-19 7",0.0424,0.2065,0.5086
"2023-10-19 8",0.2014,0.2505,0.6159
"2023-10-19 9",0.2357,0.2683,0.5037
"2023-10-19 10",0.2699,0.2767,0.3978
"2023-10-19 11",0.3429,0.2849,0.5057
"2023-10-19 12",0.1991,0.3026,0.3207
"2023-10-19 13",0.2141,0.3896,0.3905
"2023-10-19 14",0.4475,0.4678,0.4513
"2023-10-19 15",0.3947,0.2927,0.664
"2023-10-19 16",0.4,0.7802,0.5996
"2023-10-19 17",0.6413,0.3748,0.6223
"2023-10-19 18",0.4297,0.2503,0.6735
"2023-10-19 19",0.105,0.5204,0.5251
"2023-10-19 20",0.0472,0.3556,0.4709
"2023-10-19 21",0.0395,0.3166,0.408
"2023-10-19 22",0.0107,0.3026,0.38
"2023-10-19 23",0.0246,0.3349,0.3837
"2023-10-20 0",0.0253,0.3635,0.4245
"2023-10-20 1",0.0201,0.3394,0.4049
"2023-10-20 4",0.0218,0.2838,0.462
"2023-10-20 5",0.0144,0.3014,0.4352
"2023-10-20 6",0.0573,0.2206,0.4934
"2023-10-20 7",0.0231,0.2859,0.4546
"2023-10-20 8",0.1134,0.2937,0.5516
"2023-10-20 9",0.6159,0.3318,0.5391
"2023-10-20 10",0.7922,0.3972,0.5928
"2023-10-20 13",0.4389,0.4635,0.4681
"2023-10-20 14",0.3268,0.5634,0.495
"2023-10-20 15",0.5074,0.2908,0.5118
"2023-10-20 16",0.499,0.4203,0.7806
"2023-10-20 17",0.8006,0.6585,0.7405
"2023-10-20 18",0.3605,0.5404,0.6573
"2023-10-20 19",0.0872,0.3642,0.5052
"2023-10-20 20",0.0348,0.3328,0.5351
"2023-10-20 21",0.033,0.2972,0.505
"2023-10-20 22",0.0132,0.266,0.4651
"2023-10-21 1",0,0.2513,0.4348
"2023-10-21 2",0,0.276,0.3389
"2023-10-21 3",0.0147,0.344,0.2781
"2023-10-21 4",0.0149,0.251,0.3396
"2023-10-21 5",0.0086,0.2544,0.4107
"2023-10-21 6",0.0101,0.2075,0.4198
"2023-10-21 7",0.0664,0.2914,0.4945
"2023-10-21 8",0.0517,0.3719,0.4415
"2023-10-21 9",0.3445,0.3114,0.5946
"2023-10-21 10",0.4173,0.4394,0.577
"2023-10-21 11",0.3658,0.4259,0.5146
"2023-10-21 12",0.3349,0.5228,0.5474
"2023-10-21 13",0.3924,0.4605,0.4594
"2023-10-21 14",0.366,0.505,0.4712
"2023-10-21 15",0.315,0.2215,0.5196
"2023-10-21 16",0.3802,0.3045,0.5553
"2023-10-21 17",0.4054,0.4864,0.565
"2023-10-21 18",0.2537,0.2196,0.6299
"2023-10-21 19",0.0815,0.303,0.5231
"2023-10-21 22",0.013,0.2084,0.5424
"2023-10-21 23",0.0201,0.227,0.4911
"2023-10-22 0",0.0157,0.2094,0.43
"2023-10-22 4",0,0.1845,0.5346
"2023-10-22 5",0.0094,0.1889,0.5024
"2023-10-22 6",0.0068,0.2489,0.4735
"2023-10-22 7",0.0565,0.2329,0.5179
"2023-10-22 8",0.153,0.2274,0.5619
"2023-10-22 9",0.4,0.2395,0.3938
"2023-10-22 10",0.5215,0.3331,0.4982
"2023-10-22 11",0.325,0.3362,0.3913
"2023-10-22 12",0.3668,0.3608,0.4017
"2023-10-22 13",0.412,0.3388,0.3622
"2023-10-22 14",0.4422,0.2502,0.3268
"2023-10-22 15",0.4521,0.277,0.331
"2023-10-22 16",0.4092,0.2361,0.37
"2023-10-22 17",0.4313,0.2277,0.4243
"2023-10-22 18",0.09,0.2484,0.4953
"2023-10-22 19",0.0499,0.2227,0.5094
"2023-10-22 20",0.0109,0.2626,0.435
"2023-10-22 21",0.0208,0.2605,0.3541
"2023-10-22 22",0.0636,0.3014,0.4373
"2023-10-23 1",0.0177,0.2092,0.483
"2023-10-23 2",0.0122,0.2364,0.4203
"2023-10-23 3",0.018,0.2434,0.4297
"2023-10-23 4",0,0.2075,0.3921
"2023-10-23 5",0,0.1979,0.408
"2023-10-23 10",0.34,0.31,0.4778
"2023-10-23 11",0.5987,0.3436,0.4088
"2023-10-23 12",0.3141,0.2398,0.4295
"2023-10-23 13",0.3041,0.2042,0.4415
"2023-10-23 14",0.2795,0.3223,0.4449
"2023-10-23 15",0.1226,0.2694,0.4187
"2023-10-23 16",0.1974,0.2972,0.4602
"2023-10-23 17",0.1363,0.2513,0.429
"2023-10-23 18",0.1768,0.2819,0.4552
"2023-10-23 19",0.0543,0.2938,0.431
"2023-10-23 20",0.015,0.197,0.3949
"2023-10-23 21",0.0251,0.2031,0.4749
"2023-10-23 22",0.0208,0.2249,0.4662
"2023-10-23 23",0.0109,0.3263,0.4615
"2023-10-24 0",0.0117,0.3061,0.4148
"2023-10-24 3",0.0178,0.3655,0.5542
"2023-10-24 4",BA,BA,BA
"2023-10-24 5",0.0167,0.2416,0.5332
"2023-10-24 6",0.018,0.2684,0.5123
"2023-10-24 7",0.0074,0.212,0.5272
"2023-10-24 8",0.0388,0.2319,0.603
"2023-10-24 9",0.1738,0.2906,0.6808
"2023-10-24 10",0.1259,0.3199,0.4981
"2023-10-24 11",0.14,0.3081,0.4523
"2023-10-24 12",0.1809,0.3571,0.4128
"2023-10-24 13",0.2864,0.3331,0.3292
"2023-10-24 14",0.2233,0.4571,0.3996
"2023-10-24 15",0.1864,0.4018,0.4166
"2023-10-24 16",0.152,0.385,0.3638
"2023-10-24 17",0.2319,0.3792,0.4615
"2023-10-24 18",0.1301,0.3433,0.4745
"2023-10-24 19",0.0632,0.3157,0.4694
"2023-10-24 20",0.0314,0.3095,0.4007
"2023-10-24 21",0.017,0.3105,0.3815
"2023-10-24 22",0,0.2594,0.3596
"2023-10-24 23",0,0.1742,0.3134
"2023-10-25 2",0,0.1208,0.3255
"2023-10-25 3",0,0.1583,0.3241
"2023-10-25 4",0.0289,0.1349,0.2964
"2023-10-25 5",0.0172,0.1024,0.2975
"2023-10-25 6",0.0234,0.1594,0.2975
"2023-10-25 7",0.0375,0.2718,0.3378
"2023-10-25 8",0.1278,0.3045,0.2987
"2023-10-25 9",0.0972,0.2872,0.31
"2023-10-25 10",0.0801,0.2899,0.2739
"2023-10-25 11",0.1066,0.2977,0.3153
"2023-10-25 12",0.1656,0.3032,0.3048
"2023-10-25 13",0.1783,0.3127,0.3583
"2023-10-25 14",0.2065,0.2914,0.3647
"2023-10-25 15",0.2156,0.2933,0.3548
"2023-10-25 16",0.2379,0.3017,0.3304
"2023-10-25 17",0.0784,0.2717,0.3551
"2023-10-25 18",0.0401,0.2899,0.3697
"2023-10-25 19",0.0208,0.2809,0.2899
"2023-10-25 20",0.0243,0.2683,0.4699
"2023-10-25 21",0.0307,0.2553,0.4866
"2023-10-25 22",0.0178,0.2335,0.3826
"2023-10-25 23",0.013,0.2236,0.3577
"2023-10-26 0",0.0277,0.1913,0.3448
"2023-10-26 1",0.0487,0.2654,0.3936
"2023-10-26 4",0.0281,0.2033,0.5299
"2023-10-26 5",0.0286,0.2173,0.4363
"2023-10-26 6",0.0634,0.2466,0.4725
"2023-10-26 7",0.0574,0.2288,0.3897
"2023-10-26 8",0.0441,0.2295,0.5464
"2023-10-26 9",0.036,0.1992,0.446
"2023-10-26 10",0.1141,0.2448,0.3333
"2023-10-26 11",1.3562,0.217,0.3333
"2023-10-26 12",0.2864,0.1884,0.3292
"2023-10-26 13",0.1061,0.2071,0.2969
"2023-10-26 14",0.0873,0.2076,0.2996
"2023-10-26 15",0.0512,0.2185,0.2953
"2023-10-26 16",0.0446,0.2173,0.3373
"2023-10-26 17",0.0556,0.2122,0.3396
"2023-10-26 18",0.031,0.2015,0.4112
"2023-10-26 19",0.0548,0.2228,0.3915
"2023-10-26 20",0.0104,0.2406,0.3412
"2023-10-26 21",0,0.2031,0.381
"2023-10-26 22",0,0.1981,0.227
"2023-10-26 23",0,0.1847,0.3064
"2023-10-27 2",0,0.1408,0.3268
"2023-10-27 3",0,0.1822,0.2641
"2023-10-27 4",0,0.1612,0.2676
"2023-10-27 5",0,0.2277,0.3271
"2023-10-27 6",0,0.1725,0.2996
"2023-10-27 7",0,0.1717,0.3339
"2023-10-27 8",0.0135,0.2539,0.3452
"2023-10-27 9",0.105,0.251,0.398
"2023-10-27 10",0.1492,0.4219,0.439
"2023-10-27 11",0.1601,0.3716,0.3703
"2023-10-27 12",0.1146,0.3448,0.3169
"2023-10-27 13",0.1819,0.5076,0.2922
"2023-10-27 14",0.1286,0.2225,0.3407
"2023-10-27 15",0.089,0.194,0.3155
"2023-10-27 16",0.1127,0.3789,0.3068
"2023-10-27 17",0.1329,0.4002,0.3803
"2023-10-27 18",0.0733,0.3034,0.6423
