Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2023-01-18 9",0.046,0,0.104
"2023-01-18 10",0.0615,0,0.0807
"2023-01-18 11",0.0191,0,0
"2023-01-18 12",0,0,0
"2023-01-18 13",0,0,0
"2023-01-18 14",0.0855,0,0.0784
"2023-01-18 15",0,0,0
"2023-01-18 16",0,0,0
"2023-01-18 17",0.0127,0,0
"2023-01-18 18",0.0761,0,0
"2023-01-18 19",0.0247,0,0
"2023-01-18 20",0.0251,0,0
"2023-01-18 21",0.0316,0,0
"2023-01-18 22",0.0611,0,0
"2023-01-18 23",0.0336,0,0
"2023-01-19 2",0,0,0
"2023-01-19 3",0.0278,0,0
"2023-01-19 4",0.0285,0,0
"2023-01-19 5",0.037,0,0
"2023-01-19 6",0.0789,0,0
"2023-01-19 7",0.0687,0,0
"2023-01-19 8",0.1001,0,0.0866
"2023-01-19 9",0.0984,0,0.1076
"2023-01-19 10",0.04,0,0
"2023-01-19 11",0.0628,0,0
"2023-01-19 12",0.0315,0,0
"2023-01-19 13",0.0113,0,0
"2023-01-19 14",0,0,0
"2023-01-19 15",0.0166,0,0
"2023-01-19 16",0.0477,0,0
"2023-01-19 17",0.0616,0.1785,0
"2023-01-19 18",0.0776,0.2061,0.0804
"2023-01-19 19",0.0668,0,0
"2023-01-19 20",0.0551,0.1331,0
"2023-01-19 21",0.0603,0.2023,0
"2023-01-19 22",0.0485,0,0
"2023-01-19 23",0.0322,0,0
"2023-01-20 0",0.0198,0,0
"2023-01-20 1",0,0,0
"2023-01-20 4",0.0127,0,0.0873
"2023-01-20 5",0,0,0
"2023-01-20 6",0,0,0
"2023-01-20 7",0,0,0
"2023-01-20 8",0,0,0
"2023-01-20 9",0,0,0
"2023-01-20 10",0,0,0
"2023-01-20 11",0,0,0
"2023-01-20 12",0,0,0
"2023-01-20 13",0,0,0
"2023-01-20 14",0,0,0
"2023-01-20 15",0,0,0
"2023-01-20 16",0,0,0
"2023-01-20 17",0.0069,0,0
"2023-01-20 18",0,0,0
"2023-01-20 19",0,0,0
"2023-01-20 20",0,0,0
"2023-01-20 21",0.0125,0,0
"2023-01-20 22",0.0145,0,0
"2023-01-20 23",0.0159,0,0
"2023-01-21 2",0.0239,0,0.0763
"2023-01-21 3",0.0297,0,0
"2023-01-21 4",0.0615,0,0
"2023-01-21 5",0.0657,0,0
"2023-01-21 6",0.0387,0,0
"2023-01-21 7",0.0504,0,0
"2023-01-21 8",0.0517,0,0
"2023-01-21 9",0.0094,0,0
"2023-01-21 10",0,0,0
"2023-01-21 11",0,0,0
"2023-01-21 12",0,0,0
"2023-01-21 13",0,0,0
"2023-01-21 14",0,0,0
"2023-01-21 15",0,0,0
"2023-01-21 16",0,0,0
"2023-01-21 17",0,0,0
"2023-01-21 18",0.0115,0,0
"2023-01-21 19",0.0419,0,0
"2023-01-21 20",0.119,0,0
"2023-01-21 23",0.0737,0,0.0961
"2023-01-22 0",0.1009,0,0.0768
"2023-01-22 1",0.019,0,0
"2023-01-22 5",0.0472,0,0
"2023-01-22 6",0.0459,0,0.0927
"2023-01-22 7",0.0634,0,0
"2023-01-22 8",0.0527,0,0.0968
"2023-01-22 9",0.0676,0,0
"2023-01-22 10",0.0191,0,0
"2023-01-22 11",0,0,0
"2023-01-22 12",0,0,0
"2023-01-22 13",0,0,0
"2023-01-22 14",0,0,0
"2023-01-22 15",0,0,0
"2023-01-22 16",0,0,0
"2023-01-22 17",0,0,0
"2023-01-22 18",0,0,0
"2023-01-22 19",0,0,0
"2023-01-22 20",0,0,0
"2023-01-22 21",0,0,0
"2023-01-22 22",0,0,0
"2023-01-22 23",0,0,0
"2023-01-23 2",0.0767,0,0
"2023-01-23 3",0.0703,0,0
"2023-01-23 4",0.0411,0,0
"2023-01-23 5",0.2778,0,0
"2023-01-23 6",0.0657,0,0.078
"2023-01-23 7",0.0424,0,0
"2023-01-23 8",0.1203,0.0975,0
"2023-01-23 9",0.0578,0,0
"2023-01-23 10",0,0,0
"2023-01-23 11",0,0,0
"2023-01-23 12",0,0,0
"2023-01-23 13",0,0,0
"2023-01-23 14",0,0,0
"2023-01-23 15",0,0,0
"2023-01-23 16",0,0,0
"2023-01-23 17",0,0,0
"2023-01-23 18",0,0,0
"2023-01-23 19",0.0253,0,0
"2023-01-23 20",0.0238,0,0
"2023-01-23 21",0,0,0
"2023-01-23 22",0,0,0
"2023-01-23 23",0,0,0
"2023-01-24 0",0,0,0
"2023-01-24 1",0.019,0,0
"2023-01-24 4",0.0269,0,0
"2023-01-24 5",0.0483,0,0
"2023-01-24 6",0.0596,0,0
"2023-01-24 7",0.0867,0,0
"2023-01-24 8",0.105,0,0
"2023-01-24 9",0.0749,0,0
"2023-01-24 10",0.0115,0,0
"2023-01-24 11",0.0365,0.1802,0
"2023-01-24 12",0,0,0
"2023-01-24 13",0,0,0
"2023-01-24 14",0,0,0
"2023-01-24 15",0,0,0
"2023-01-24 16",0,0,0
"2023-01-24 17",0.0281,0,0
"2023-01-24 18",0.0362,0,0
"2023-01-24 19",0.0191,0,0
"2023-01-24 20",0.0406,0,0
"2023-01-24 21",0.0398,0,0
"2023-01-24 22",0.0318,0,0
"2023-01-24 23",0.0398,0,0
"2023-01-25 2",0.0626,0,0.1599
"2023-01-25 3",0.0318,0.1331,0
"2023-01-25 4",0.0159,0,0.0841
"2023-01-25 5",0.0668,0,0
"2023-01-25 6",0.0463,0,0
"2023-01-25 7",0.0695,0,0
"2023-01-25 9",0.0855,0,0.248
"2023-01-25 10",0.0651,0,0
"2023-01-25 11",0.0608,0.1646,0.0774
"2023-01-25 12",0.0632,0.2106,0
"2023-01-25 13",0.0377,0,0
"2023-01-25 14",0.035,0,0
"2023-01-25 15",0.035,0.2263,0
"2023-01-25 16",0.0342,0.2439,0
"2023-01-25 17",0.0472,0.2229,0.0873
"2023-01-25 18",0.069,0.2249,0.0918
"2023-01-25 19",0.0449,0,0
"2023-01-25 20",0.025,0,0
"2023-01-25 21",0.0171,0,0
"2023-01-25 22",0.0496,0,0
"2023-01-25 23",0.0901,0.1066,0.0849
"2023-01-26 0",0.0915,0.1271,0
"2023-01-26 1",0.1153,0,0
"2023-01-26 4",0.0703,0,0.1121
"2023-01-26 5",0.0559,0.081,0.0997
"2023-01-26 6",0.1051,0.1808,0
"2023-01-26 7",0.201,0.2547,0.0877
"2023-01-26 8",0.2046,0.1632,0.075
"2023-01-26 9",0.1565,0,0.0787
"2023-01-26 10",0.0441,0,0
"2023-01-26 11",0,0,0
"2023-01-26 12",0.0142,0,0
"2023-01-26 13",0,0,0
"2023-01-26 14",0.0287,0,0
"2023-01-26 15",0.0262,0,0
"2023-01-26 16",0,0,0
"2023-01-26 17",0.0311,0,0
"2023-01-26 18",0.0449,0,0
"2023-01-26 19",0.0467,0,0
"2023-01-26 20",0.0234,0,0
"2023-01-26 21",0.0174,0,0
"2023-01-26 22",0.0094,0,0
"2023-01-26 23",0,0,0
"2023-01-27 2",0.0171,0,0
"2023-01-27 3",0.0382,0,0
"2023-01-27 4",0.0262,0,0
"2023-01-27 5",0.0437,0,0
"2023-01-27 6",0.0979,0,0
"2023-01-27 7",0.0589,0,0
"2023-01-27 8",0.0551,0,0
"2023-01-27 9",0.0305,0,0
"2023-01-27 10",0.0345,0,0
"2023-01-27 11",0,0,0
"2023-01-27 12",0,0,0
"2023-01-27 13",0,0,0
"2023-01-27 14",0.0233,0,0
"2023-01-27 15",0.0291,0,0
"2023-01-27 16",0.0617,0,0
"2023-01-27 17",0.0912,0,0
"2023-01-27 18",0.1524,0,0
"2023-01-27 19",0,0,0.0807
"2023-01-27 20",0,0,0
"2023-01-27 21",0.0319,0,0
"2023-01-27 22",0.06,0,0
"2023-01-27 23",0.0884,0,0
"2023-01-28 0",0.0127,0,0
"2023-01-28 1",0.0465,0,0
"2023-01-28 4",0.0749,0,0
"2023-01-28 5",0.0982,0,0
"2023-01-28 6",0.053,0,0
"2023-01-28 7",0.0998,0,0.0849
"2023-01-28 8",0.0412,0,0.0908
"2023-01-28 9",0.0245,0,0
"2023-01-28 10",0,0,0
"2023-01-28 11",0,0,0
"2023-01-28 12",0,0,0
"2023-01-28 13",0,0,0
"2023-01-28 14",0,0,0
"2023-01-28 15",0.0392,0,0
"2023-01-28 16",0,0,0
"2023-01-28 17",0,0,0
"2023-01-28 18",0.0521,0,0
"2023-01-28 19",0.1076,0,0
"2023-01-28 20",0.083,0,0
"2023-01-28 23",0.0748,0,0
"2023-01-29 3",0.1001,0,0.129
"2023-01-29 4",0.1106,0,0
"2023-01-29 5",0.1168,0,0.1108
"2023-01-29 6",0.1391,0,0.1254
"2023-01-29 7",0.0725,0.1314,0
"2023-01-29 8",0.0182,0,0
"2023-01-29 9",0.0374,0,0.0848
"2023-01-29 10",0,0,0.0815
"2023-01-29 11",0,0,0
"2023-01-29 12",0,0,0.0882
"2023-01-29 13",0,0,0
"2023-01-29 14",0,0,0
"2023-01-29 15",0,0,0
"2023-01-29 16",0,0,0
"2023-01-29 17",0,0,0
"2023-01-29 18",0,0,0
"2023-01-29 19",0,0,0
"2023-01-29 20",0,0,0
"2023-01-29 21",0,0,0
"2023-01-29 22",0,0,0
"2023-01-29 23",0,0,0
"2023-01-30 0",0,0,0
"2023-01-30 1",0,0,0
"2023-01-30 4",0.013,0,0
"2023-01-30 5",0,0,0
"2023-01-30 6",0.1049,0,0.0772
"2023-01-30 7",0.0872,0,0
"2023-01-30 8",0.0823,0,0
"2023-01-30 9",0.0465,0,0
"2023-01-30 10",0.0483,0.1339,0.078
"2023-01-30 11",0,0,0
"2023-01-30 12",0,0,0
"2023-01-30 13",0,0,0
"2023-01-30 14",0,0,0
"2023-01-30 15",0,0,0
"2023-01-30 16",0,0,0
"2023-01-30 17",0,0,0
"2023-01-30 18",0,0,0
"2023-01-30 19",0.0128,0,0
"2023-01-30 20",0.0296,0,0
"2023-01-30 21",0.0123,0,0
"2023-01-30 22",0.0179,0,0
"2023-01-30 23",0,0,0
"2023-01-31 2",0,0,0
"2023-01-31 3",0.0461,0,0
"2023-01-31 4",0,0,0
"2023-01-31 5",0.0092,0,0
"2023-01-31 6",0.0416,0,0
"2023-01-31 7",0.0607,0,0
"2023-01-31 8",0.086,0,0
"2023-01-31 9",0.0623,0,0
"2023-01-31 10",0,0,0
"2023-01-31 11",0,0,0
"2023-01-31 12",0,0,0
"2023-01-31 13",0,0,0
"2023-01-31 14",0.0195,0,0
"2023-01-31 15",0.0234,0,0
"2023-01-31 16",0.0119,0,0
"2023-01-31 17",0.0251,0,0
"2023-01-31 18",0,0,0
"2023-01-31 19",0.0278,0,0
"2023-01-31 20",0.0289,0,0
"2023-01-31 21",0.0469,0,0
"2023-01-31 22",0.0663,0,0
"2023-01-31 23",0.0574,0,0
"2023-02-01 0",0.054,0.1491,0
"2023-02-01 1",0.0312,0,0
"2023-02-01 4",0.0603,0,0
"2023-02-01 5",0.0555,0,0
"2023-02-01 6",0.045,0,0.075
"2023-02-01 7",0.1056,0,0
"2023-02-01 8",0.1519,0.1407,0
"2023-02-01 9",0.0677,0,0
"2023-02-01 10",0.0354,0,0
"2023-02-01 11",0.0343,0,0
"2023-02-01 12",0.0293,0.3708,0
"2023-02-01 13",0.0333,0.1989,0
"2023-02-01 14",0.0603,0.2429,0
"2023-02-01 15",0.0147,0.2709,0
"2023-02-01 16",0.0186,0,0
"2023-02-01 17",0.0319,0,0
"2023-02-01 18",0.0197,0,0
"2023-02-01 19",0.0338,0,0
"2023-02-01 20",0.0537,0,0
"2023-02-01 21",0.107,0,0
"2023-02-01 22",0.1366,0.359,0.1699
"2023-02-01 23",0.2137,0.2778,0.1036
"2023-02-02 2",0.0939,0.2232,0
"2023-02-02 3",0.116,0.2271,0
"2023-02-02 4",0.1063,0.1757,0
"2023-02-02 5",0.1186,0,0
"2023-02-02 6",0.2036,0.2296,0
"2023-02-02 7",0.1916,0.2432,0.1126
"2023-02-02 8",0.2697,0.2571,0.0818
"2023-02-02 9",0.109,0.1444,0.0788
"2023-02-02 10",0.0619,0.1909,0.0862
"2023-02-02 11",0.0449,0.2335,0
"2023-02-02 12",0.0387,0.0848,0
"2023-02-02 13",0.0121,0.3249,0
"2023-02-02 14",0.0197,0.0862,0
"2023-02-02 15",0.0174,0.2798,0
"2023-02-02 16",0.0154,0.2682,0
"2023-02-02 17",0.0251,0,0
"2023-02-02 18",0.0159,0,0
"2023-02-02 19",0.067,0,0
"2023-02-02 20",0.0803,0,0
"2023-02-02 21",0.1615,0,0.0871
"2023-02-02 22",0.1808,0,0
"2023-02-02 23",0.0758,0.1521,0
"2023-02-03 0",0.1244,0.1528,0.0814
"2023-02-03 1",0.1514,0.2089,0.1366
"2023-02-03 4",0.1668,0.2254,0
"2023-02-03 5",0.1891,0.3118,0.1609
"2023-02-03 6",0.2418,0.3879,0.14
"2023-02-03 7",0.2971,0.4314,0.1599
"2023-02-03 8",0.3127,0.4232,0.1183
"2023-02-03 9",0.2274,0.5054,0.1048
"2023-02-03 10",0.1184,0.5089,0.1621
"2023-02-03 11",0.0608,0.352,0.1134
"2023-02-03 12",0.0475,0.2365,0
"2023-02-03 13",0.035,0.4368,0
"2023-02-03 14",0.0227,0.2915,0
"2023-02-03 15",0.0088,0,0
"2023-02-03 16",0.0213,0,0
"2023-02-03 17",0.0798,0.2477,0
"2023-02-03 18",0.0315,0,0
"2023-02-03 19",0.0229,0,0
"2023-02-03 20",0.0178,0,0
"2023-02-03 21",0.0339,0,0
