Date,ISOPRENE,ALPHA-PINENE,BETA-PINENE
"2022-01-03 16",0.1226,0.3788,0.3169
"2022-01-03 17",0.1607,0.2826,0.4763
"2022-01-03 18",0.1657,0.2209,0.2712
"2022-01-03 19",0.1079,0.1905,0.2551
"2022-01-03 20",0.1239,0.1818,0.2886
"2022-01-03 21",0.1989,0.6435,0.363
"2022-01-03 22",0.0676,0.5698,0.2732
"2022-01-03 23",0,0.1835,0.1756
"2022-01-04 0",0,0,0.0765
"2022-01-04 1",0,0,0.1459
"2022-01-04 4",0,0,0.1477
"2022-01-04 5",0.036,0.3287,0.277
"2022-01-04 6",0.0552,0.374,0.2472
"2022-01-04 7",0.0558,0,0.1391
"2022-01-04 8",0.4666,0.6496,0.3864
"2022-01-04 9",0.4766,0.6786,0.3879
"2022-01-04 10",0.0728,0.5608,0.3233
"2022-01-04 11",0.0684,0.8712,0.4058
"2022-01-04 12",0.0605,0.6887,0.3591
"2022-01-04 13",0.0436,0.2222,0.2498
"2022-01-04 14",0.0146,0,0.2441
"2022-01-04 15",0.0512,0.1761,0.21
"2022-01-04 16",0.0429,0.6456,0.2631
"2022-01-04 17",0.073,1.1062,0.4134
"2022-01-04 18",0.1394,0.8147,0.3208
"2022-01-04 19",0.1023,0.775,0.3542
"2022-01-04 20",0.1957,0.8212,0.3706
"2022-01-04 21",0.2828,0.725,0.4844
"2022-01-04 22",0.2226,0.9203,0.4056
"2022-01-04 23",0.1938,0.7774,0.366
"2022-01-05 2",0.0715,0.3923,0.3298
"2022-01-05 3",0.1016,0.5432,0.3332
"2022-01-05 4",0.1127,0.6318,0.3041
"2022-01-05 5",0.0638,0.2931,0.3241
"2022-01-05 6",0.0215,0.1388,0.1401
"2022-01-05 7",0.0959,0.4679,0.2214
"2022-01-05 8",0.2041,0.5286,0.2594
"2022-01-05 9",0.3055,0.7069,0.2764
"2022-01-05 10",0.2654,0.7324,0.3186
"2022-01-05 11",0.179,0.9991,0.3073
"2022-01-05 12",0.0319,0.2715,0.0863
"2022-01-05 13",0.0524,0.3321,0.2209
"2022-01-05 14",0.0697,0.3218,0.201
"2022-01-05 15",0.0653,0.4459,0.2317
"2022-01-05 16",0.0741,0.5453,0.2525
"2022-01-05 17",0.0638,0.3975,0.2149
"2022-01-05 18",0.2123,0.723,0.3035
"2022-01-05 19",0.3203,0.9443,0.4191
"2022-01-05 20",0.3839,1.1786,0.4448
"2022-01-05 21",0.2378,1.009,0.4314
"2022-01-05 22",0.1752,0.9253,0.3894
"2022-01-05 23",0.1267,0.9333,0.3575
"2022-01-06 0",0.1046,0.6729,0.3347
"2022-01-06 1",0.1471,1.0579,0.4351
"2022-01-06 4",0.1989,1.3934,0.5635
"2022-01-06 5",0.1344,1.4373,0.5656
"2022-01-06 6",0.1894,1.2729,0.5259
"2022-01-06 7",0.2846,1.4291,0.5082
"2022-01-06 8",0.4743,1.3243,0.5481
"2022-01-06 9",0.3381,1.329,0.6164
"2022-01-06 10",0.2001,1.2084,0.4583
"2022-01-06 11",0.0784,0.7369,0.3298
"2022-01-06 12",0.0379,0.5134,0.3076
"2022-01-06 13",0.0449,0.7713,0.3852
"2022-01-06 14",0.0557,0.9406,0.3261
"2022-01-06 15",0.1011,0.8312,0.391
"2022-01-06 16",0.2239,1.7378,0.532
"2022-01-06 17",0.2502,1.2249,0.4687
"2022-01-06 18",0.3463,1.5296,0.6203
"2022-01-06 19",0.3287,1.6399,0.6111
"2022-01-06 20",0.2339,1.2777,0.5186
"2022-01-06 21",0.2523,1.2756,0.6256
"2022-01-06 22",0.3127,1.8814,0.7519
"2022-01-06 23",0.1919,1.3996,0.5356
"2022-01-07 2",0.1048,1.3534,0.4702
"2022-01-07 3",0.0582,0.8612,0.3249
"2022-01-07 4",0.0468,0.5651,0.3261
"2022-01-07 5",0.0279,0.4379,0.3019
"2022-01-07 6",0.0903,0.5448,0.2995
"2022-01-07 7",0.1483,0.595,0.2766
"2022-01-07 8",0.3429,0.8403,0.4111
"2022-01-07 9",0.0737,0.3728,0.3251
"2022-01-07 10",0.0288,0.2805,0.2107
"2022-01-07 11",0.0134,0.1533,0.1907
"2022-01-07 12",0,0.1477,0.1652
"2022-01-07 13",0,0.1431,0.1197
"2022-01-07 14",0,0.1759,0.1177
"2022-01-07 15",0,0.1664,0.142
"2022-01-07 16",0.0101,0,0.1749
"2022-01-07 17",0.0127,0.2042,0.1761
"2022-01-07 18",0.1175,1.1946,0.3652
"2022-01-07 19",0.0858,0.5701,0.353
"2022-01-07 20",0.1368,0.4877,0.2693
"2022-01-07 21",0.1697,0.5964,0.4246
"2022-01-07 22",0.0827,0.4475,0.2927
"2022-01-07 23",0.101,0.5639,0.3333
"2022-01-08 2",0,0,0.2501
"2022-01-08 3",0,0.1602,0.0726
"2022-01-08 4",0.0207,0.299,0.2274
"2022-01-08 5",0.066,0.5259,0.2743
"2022-01-08 6",0,0.4008,0.2483
"2022-01-08 7",0.0872,0.4729,0.2611
"2022-01-08 8",0.3382,1.0532,0.4099
"2022-01-08 9",0.1193,0.6164,0.3224
"2022-01-08 10",0.0396,0,0.1082
"2022-01-08 11",0,0,0.1559
"2022-01-08 12",0,0,0.0858
"2022-01-08 13",0,0,0.1459
"2022-01-08 14",0,0,0.0695
"2022-01-08 15",0,0,0.0719
"2022-01-08 16",0,0,0
"2022-01-08 17",0.0243,0.1452,0.1401
"2022-01-08 18",0.0613,0.3774,0.1868
"2022-01-08 19",0.3375,1.1554,0.4305
"2022-01-08 20",0.1139,0.5016,0.2701
"2022-01-08 23",0.0593,0.3389,0.2647
"2022-01-09 0",0.0893,0.4892,0.3187
"2022-01-09 1",0.0653,0.4996,0.2542
"2022-01-09 5",0.0944,1.2455,0.4463
"2022-01-09 6",0.0284,0.4464,0.1917
"2022-01-09 7",0.206,0.7773,0.3379
"2022-01-09 8",0.2509,0.6825,0.2915
"2022-01-09 9",0.0654,0.4484,0.2632
"2022-01-09 10",0.0693,0.5239,0.3029
"2022-01-09 11",0.0251,0.2488,0.1723
"2022-01-09 12",0.0185,0.1581,0.1446
"2022-01-09 13",0,0.1481,0.1717
"2022-01-09 14",0.0317,0,0.2013
"2022-01-09 15",0.0151,0,0.171
"2022-01-09 16",0,0,0.1808
"2022-01-09 17",0.041,0.1587,0.1616
"2022-01-09 18",0.0445,0,0.171
"2022-01-09 19",0.0709,0.3382,0.2205
"2022-01-09 20",0.0827,0.9253,0.3482
"2022-01-09 21",0.2111,0.78,0.3483
"2022-01-09 22",0.2551,1.4189,0.4942
"2022-01-09 23",0.2097,1.3514,0.4811
"2022-01-10 2",0.1016,1.148,0.3435
"2022-01-10 3",0.1171,0.9677,0.4018
"2022-01-10 4",0.1132,1.113,0.3976
"2022-01-10 5",0.1379,1.3476,0.3711
"2022-01-10 6",0.2328,1.3014,0.4719
"2022-01-10 7",0.3809,1.2001,0.4612
"2022-01-10 8",0.3958,1.1524,0.543
"2022-01-10 9",0.2114,0.5622,0.3282
"2022-01-10 10",0.046,0.3156,0.1803
"2022-01-10 11",0.1585,0.4124,0.286
"2022-01-10 12",0.0526,0.624,0.2708
"2022-01-10 13",0.0424,0.3777,0.2517
"2022-01-10 14",0.0413,0.4198,0.2659
"2022-01-10 15",0.0363,0.2553,0.2411
"2022-01-10 16",0.0243,0,0.2098
"2022-01-10 17",0.0286,0.1358,0
"2022-01-10 18",0.0447,0,0.1685
"2022-01-10 19",0.0907,0.3726,0.1949
"2022-01-10 20",0.1568,0.7709,0.3142
"2022-01-10 21",0.2795,1.3922,0.4735
"2022-01-10 22",0.2438,1.2791,0.5321
"2022-01-10 23",0.1258,0.7313,0.4068
"2022-01-11 0",0.159,1.1391,0.4284
"2022-01-11 1",0.1741,1.1179,0.4525
"2022-01-11 4",0.1383,1.0733,0.4783
"2022-01-11 5",0.1322,0.803,0.3644
"2022-01-11 6",0.2801,1.3186,0.4652
"2022-01-11 7",0.2844,1.6152,0.5319
"2022-01-11 8",0.3986,1.4215,0.6142
"2022-01-11 14",BK,BK,BK
"2022-01-11 18",BK,BK,BK
"2022-01-11 19",0.1581,0.9659,0.3637
"2022-01-11 20",0.3092,0.8858,0.565
"2022-01-11 21",0.3235,1.2699,0.6757
"2022-01-11 22",0.3733,2.0169,0.6258
"2022-01-11 23",0.3605,2.0391,0.7122
"2022-01-12 2",0.2313,1.4064,0.5828
"2022-01-12 3",0.291,1.306,0.5332
"2022-01-12 4",0.2603,1.2586,0.7513
"2022-01-12 5",0.2871,2.4543,0.7317
"2022-01-12 6",0.2982,2.1026,0.7027
"2022-01-12 7",0.2813,1.1783,0.4883
"2022-01-12 8",0.5555,1.2496,0.5814
"2022-01-12 9",0.4039,0.6582,0.5025
"2022-01-12 10",0.0743,0.4177,0.2948
"2022-01-12 11",0.0487,0.3347,0.3198
"2022-01-12 12",0.0467,0.4953,0.3814
"2022-01-12 13",0.0351,0.4325,0.3265
"2022-01-12 14",0.0431,0,0.3331
"2022-01-12 15",0.0398,0.3326,0.31
"2022-01-12 16",0.0524,0.3119,0.337
"2022-01-12 17",0.1419,1.0298,0.3728
"2022-01-12 18",0.1078,0.3633,0.3277
"2022-01-12 19",0.1946,0.8847,0.3463
"2022-01-12 20",0.395,1.1974,0.5955
"2022-01-12 21",0.4942,1.9706,0.7371
"2022-01-12 22",0.3523,1.9789,0.6635
"2022-01-12 23",0.3837,2.1784,0.8998
"2022-01-13 0",0.4115,2.4253,0.8923
"2022-01-13 1",0.3807,2.995,0.9143
"2022-01-13 4",0.2525,2.5075,0.929
"2022-01-13 5",0.3317,4.0153,1.1652
"2022-01-13 6",0.4502,3.7357,1.2069
"2022-01-13 7",0.5827,2.7734,0.9061
"2022-01-13 8",0.8147,1.7643,0.8714
"2022-01-13 9",0.5299,2.1152,0.8481
"2022-01-13 10",0.1482,1.1464,0.4603
"2022-01-13 11",0.0788,0.8457,0.409
"2022-01-13 12",0.1165,1.4979,0.778
"2022-01-13 13",0.1147,1.8038,0.8164
"2022-01-13 14",0.1628,1.528,0.7054
"2022-01-13 15",0.1456,0.3804,0.745
"2022-01-13 16",0.0633,0,0.3095
"2022-01-13 17",0.1229,1.4135,0.5971
"2022-01-13 18",0.1349,0.2263,0.3772
"2022-01-13 19",0.0501,0.3397,0.2378
"2022-01-13 20",0.2647,0.7561,0.3396
"2022-01-13 21",0.4053,0.8438,0.4978
"2022-01-13 22",0.4187,1.1407,0.5576
"2022-01-13 23",0.4416,1.9398,0.7488
"2022-01-14 2",0.2954,1.8717,0.7487
"2022-01-14 3",0.2935,1.7837,0.7385
"2022-01-14 4",0.3086,1.9238,0.7894
"2022-01-14 5",0.2512,1.6667,0.6605
"2022-01-14 6",0.2898,1.6613,0.6432
"2022-01-14 7",0.3765,1.7138,0.6258
"2022-01-14 8",0.3496,1.613,0.6955
"2022-01-14 9",0.2835,0.8336,0.5297
"2022-01-14 10",0.037,0,0.0802
"2022-01-14 11",0.0985,0,0.1706
"2022-01-14 12",0.0121,0,0.1316
"2022-01-14 13",0,0,0.1831
"2022-01-14 14",0,0,0.1767
"2022-01-14 15",0.0121,0,0.1253
"2022-01-14 16",0,0,0.1634
"2022-01-14 17",0.0135,0.1524,0.1604
"2022-01-14 18",0.0671,0,0.0947
"2022-01-14 19",0.2741,0.5164,0.3478
"2022-01-14 20",0.3423,0.8019,0.4248
"2022-01-14 21",0.3703,1.0684,0.448
"2022-01-14 22",0.2741,0.907,0.3949
"2022-01-14 23",0.3268,0.966,0.4357
"2022-01-15 0",0.1284,0.8039,0.32
"2022-01-15 1",0.1307,0.699,0.3855
"2022-01-15 4",0.1166,0.6902,0.3792
"2022-01-15 5",0.1124,0.9256,0.3985
"2022-01-15 6",0.1152,0.7313,0.3308
"2022-01-15 7",0.1862,0.884,0.4058
"2022-01-15 8",0.3439,0.853,0.3999
"2022-01-15 9",0.1527,0.4741,0.3029
"2022-01-15 10",0.0275,0.2697,0.2414
"2022-01-15 11",0.0337,0,0.2027
"2022-01-15 12",0,0,0.2118
"2022-01-15 13",0.0133,0,0.1694
"2022-01-15 14",0,0.1506,0.1316
"2022-01-15 15",0,0.1615,0.1336
"2022-01-15 16",0.0152,0,0.1594
"2022-01-15 17",0.0463,0.2095,0.1946
"2022-01-15 18",0.2486,0.5151,0.317
"2022-01-15 19",0.3389,0.9839,0.4245
"2022-01-15 20",0.3406,1.0183,0.4664
"2022-01-15 23",0.2969,1.0266,0.4259
"2022-01-16 3",0.1591,1.0232,0.4554
"2022-01-16 4",0.1432,0.9882,0.3267
"2022-01-16 5",0.105,0.972,0.2869
"2022-01-16 6",0.1497,0.9971,0.3617
"2022-01-16 7",0.1523,0.9712,0.3867
"2022-01-16 8",0.3217,1.079,0.429
"2022-01-16 9",0.0781,0.5478,0.2558
"2022-01-16 10",0.035,0.5045,0.2258
"2022-01-16 11",0.0345,0.3794,0.2881
"2022-01-16 12",0.025,0,0.2369
"2022-01-16 13",0.0234,0,0.2049
"2022-01-16 14",0.0232,0,0.2432
"2022-01-16 15",0.0279,0,0.1946
"2022-01-16 16",0.0207,0,0.186
"2022-01-16 17",0.033,0.2064,0.1856
"2022-01-16 18",0.0402,0.3481,0.2241
"2022-01-16 19",0.0734,0.436,0.2521
"2022-01-16 20",0.1826,0.5265,0.2848
"2022-01-16 21",0.3674,0.9928,0.4325
"2022-01-16 22",0.3391,1.1085,0.4583
"2022-01-16 23",0.296,1.2925,0.5002
"2022-01-17 0",0.2946,1.2474,0.5265
"2022-01-17 1",0.3259,1.4225,0.5468
"2022-01-17 7",BA,BA,BA
"2022-01-17 8",0.5392,1.1815,0.6708
"2022-01-17 9",0.3153,1.3776,0.5282
"2022-01-17 10",0.0826,0.4751,0.3254
"2022-01-17 11",0.0447,0.2638,0.2352
"2022-01-17 12",0.0418,0,0.2846
"2022-01-17 13",0.0832,0.7566,0.4909
"2022-01-17 14",0.1401,0.4074,0.3017
"2022-01-17 15",0.0531,0,0.2303
"2022-01-17 16",0.0504,0.2551,0.3148
"2022-01-17 17",0.1088,0.2436,0.1457
"2022-01-17 18",0.0807,0,0.2502
"2022-01-17 19",0.1009,0.2445,0.2416
"2022-01-17 20",0.1064,0.2257,0.2476
"2022-01-17 21",0.1812,0.3836,0.3011
"2022-01-17 22",0.2403,0.8512,0.414
"2022-01-17 23",0.3522,1.4249,0.5749
"2022-01-18 2",0.3171,2.226,0.7577
"2022-01-18 3",0.2358,1.8048,0.5969
"2022-01-18 4",0.1609,1.3017,0.5199
"2022-01-18 5",0.2494,1.5128,0.5526
"2022-01-18 6",0.3282,1.5293,0.519
"2022-01-18 7",0.4638,1.635,0.6562
"2022-01-18 8",0.7979,1.5231,0.8507
"2022-01-18 9",0.5058,3.8844,1.2459
"2022-01-18 10",0.017,3.3932,1.0212
"2022-01-18 11",0.2504,2.6377,0.8593
"2022-01-18 12",0.1565,1.1613,0.7624
"2022-01-18 13",0.0757,0.5047,0.3702
"2022-01-18 14",0.0431,0,0.2602
"2022-01-18 15",0.0248,0.1388,0.2353
"2022-01-18 16",0.0275,0.1809,0.2117
"2022-01-18 17",0.0916,0.3846,0.2837
"2022-01-18 18",0.0529,0,0.2328
"2022-01-18 19",0.2154,0,0.2862
"2022-01-18 20",0.1046,0.8608,0.4565
"2022-01-18 21",0.1816,0.8579,0.473
"2022-01-18 22",0.3231,1.2997,0.6388
"2022-01-18 23",0.4131,1.926,0.6589
"2022-01-19 0",0.3729,1.9571,0.7188
"2022-01-19 1",0.3282,1.7638,0.6638
"2022-01-19 4",0.272,2.1036,0.6883
"2022-01-19 5",0.28,1.8503,0.6127
"2022-01-19 6",0.3095,1.1749,0.4933
"2022-01-19 7",0.3893,1.2353,0.5312
"2022-01-19 8",0.5065,1.3607,0.6185
"2022-01-19 9",0.3926,1.569,0.6948
"2022-01-19 10",0.1616,1.6973,0.7264
"2022-01-19 11",0.0249,1.1608,0.3695
"2022-01-19 12",0.0645,0,0.1176
"2022-01-19 13",0.0239,0.138,0.2651
"2022-01-19 14",0.0276,0.1136,0.242
"2022-01-19 15",0,0.1237,0.1271
"2022-01-19 16",0.0167,0.1096,0.2208
"2022-01-19 21",BK,BK,BK
"2022-01-19 22",0.3912,0.9928,0.4003
"2022-01-19 23",0.2135,0.8083,0.4247
"2022-01-20 2",0.0983,0.5542,0.3554
"2022-01-20 3",0.0633,0.4685,0.3301
"2022-01-20 4",0.1016,0.823,0.3947
"2022-01-20 5",0.0965,0.6217,0.3894
"2022-01-20 6",0.0709,0.4149,0.3279
"2022-01-20 7",0.036,0.2843,0.2662
"2022-01-20 8",0.1752,0.4844,0.3273
"2022-01-20 9",0.0538,0.3277,0.3049
"2022-01-20 10",0.0448,0.2734,0.303
"2022-01-20 11",0.0193,0.2629,0.2374
"2022-01-20 12",0.019,0.6042,0.312
"2022-01-20 13",0,0.2425,0.2727
"2022-01-20 14",0.0142,0.1787,0.1853
"2022-01-20 15",0,0.1764,0.2101
"2022-01-20 16",0.0097,0,0.2509
"2022-01-20 17",0.0486,0,0.2351
"2022-01-20 18",0.1062,0.306,0.2702
"2022-01-20 19",0.0501,0,0.2767
"2022-01-20 20",0.0364,0.1635,0.2123
"2022-01-20 21",0.05,0.2507,0.2288
"2022-01-20 22",0,0,0.248
"2022-01-20 23",0.0317,0,0.1923
"2022-01-21 0",0.0596,0.2604,0.1584
"2022-01-21 1",0.0466,0.3131,0.2506
"2022-01-21 4",0.0741,0.4655,0.3246
"2022-01-21 5",0.0778,0.5556,0.2645
"2022-01-21 6",0.1545,0.8265,0.3271
"2022-01-21 7",0.2639,0.7172,0.3714
"2022-01-21 8",0.42,0.6982,0.4352
"2022-01-21 9",0.2199,0.4214,0.3691
"2022-01-21 10",0.0618,0,0.2604
"2022-01-21 11",0.0095,0,0.1971
"2022-01-21 12",0,0.1393,0.2051
"2022-01-21 15",AV,AV,AV
"2022-01-21 16",AV,AV,AV
"2022-01-21 17",0.0251,0,0.1939
"2022-01-21 18",0.0267,0,0.2154
"2022-01-21 19",0.0481,0,0.1905
"2022-01-21 20",0.177,0.4998,0.2925
"2022-01-21 21",0.0532,0.2253,0.2128
"2022-01-21 22",0.0301,0,0.1616
"2022-01-21 23",0.0812,0.2244,0.2815
"2022-01-22 2",0.1209,0.5486,0.3283
"2022-01-22 3",0.0695,0.3606,0.2307
"2022-01-22 4",0.1003,0.6363,0.3557
"2022-01-22 5",0.1222,0.648,0.3633
"2022-01-22 6",0.1692,0.5782,0.3158
"2022-01-22 7",0.1944,0.7128,0.3633
"2022-01-22 8",0.33,0.624,0.3151
"2022-01-22 9",0.091,0.3575,0.2494
"2022-01-22 10",0.0077,0,0.203
"2022-01-22 11",0.0114,0.0857,0.2003
"2022-01-22 12",0,0,0.0731
"2022-01-22 13",0,0,0.1869
"2022-01-22 14",0,0,0.1491
"2022-01-22 15",0,0,0.1199
"2022-01-22 16",0,0,0.1475
"2022-01-22 17",0,0,0.163
"2022-01-22 18",0.0244,0.1161,0.1537
"2022-01-22 19",0.1626,0.3175,0.1453
"2022-01-22 20",0.1251,0.2688,0.1224
"2022-01-22 23",0.349,1.2052,0.4758
"2022-01-23 0",0.2275,0.8848,0.422
"2022-01-23 1",0.2289,0.8522,0.4384
"2022-01-23 5",0.1336,0.83,0.3837
"2022-01-23 6",0.1772,0.9595,0.382
"2022-01-23 7",0.2568,0.8064,0.3652
"2022-01-23 8",0.26,0.8216,0.3923
"2022-01-23 9",0.0788,0.5883,0.3458
"2022-01-23 10",0.0164,0.2691,0.2042
"2022-01-23 11",0,0,0.1562
"2022-01-23 12",0,0.1648,0.1586
"2022-01-23 13",0,0,0.2649
"2022-01-23 14",0,0.0995,0.117
"2022-01-23 15",0,0,0.2001
"2022-01-23 16",0,0,0.1879
"2022-01-23 17",0.0327,0,0.1661
"2022-01-23 18",0.0165,0.099,0.1824
"2022-01-23 19",0.0504,0.2165,0.201
"2022-01-23 20",0.228,0.4208,0.2882
"2022-01-23 21",0.2835,0.7801,0.3758
"2022-01-23 22",0.2185,0.6506,0.3939
"2022-01-23 23",0.193,0.8496,0.3975
"2022-01-24 2",DA,DA,DA
"2022-01-24 3",DA,DA,DA
"2022-01-24 4",DA,DA,DA
"2022-01-24 5",0.1654,0.9426,0.4303
"2022-01-24 6",0.2594,0.784,0.4482
"2022-01-24 7",0.3436,0.8352,0.4443
"2022-01-24 8",0.4886,0.7219,0.5671
"2022-01-24 9",0.3096,0.4386,0.3274
"2022-01-24 10",0.129,0.8983,0.3501
"2022-01-24 11",0.0525,0.4906,0.3197
"2022-01-24 12",0.0356,0.375,0.2713
"2022-01-24 13",0.0287,0.3926,0.2784
"2022-01-24 14",0.0296,0.2816,0.2651
"2022-01-24 15",0.0202,0.3225,0.1051
"2022-01-24 16",0.0331,0.2411,0.2412
"2022-01-24 17",0.0295,0.1987,0.2624
"2022-01-24 18",0.0869,0.5963,0.3186
"2022-01-24 19",0.2745,1.134,0.4594
"2022-01-24 20",0.1686,0.556,0.3163
"2022-01-24 21",0.222,0.7102,0.352
"2022-01-24 22",0.004,0.4494,0.3411
"2022-01-24 23",0.0468,0,0.2138
"2022-01-25 0",0.0178,0,0.1463
"2022-01-25 1",0.0153,0,0.1966
"2022-01-25 4",0,0,0.233
"2022-01-25 5",0,0,0.222
"2022-01-25 6",0,0,0.1517
"2022-01-25 7",0.0296,0,0.2103
"2022-01-25 8",0.0188,0,0.1607
"2022-01-25 9",0.0486,0.1333,0.0905
"2022-01-25 10",0,0,0.148
"2022-01-25 11",0,0,0.1224
"2022-01-25 12",0,0,0.1066
"2022-01-25 13",0,0,0.0894
"2022-01-25 14",0,0,0.1724
"2022-01-25 15",0,0,0.1279
"2022-01-25 16",0.0341,0,0.1313
"2022-01-25 17",0,0,0.1478
"2022-01-25 18",0.0402,0,0.1618
"2022-01-25 19",0.0378,0.1494,0.2097
"2022-01-25 20",0.0545,0,0.2292
"2022-01-25 21",0.1495,0.3986,0.268
"2022-01-25 22",0.067,0.4279,0.2494
"2022-01-25 23",0.0256,0.1914,0.1678
"2022-01-26 2",0.0357,0.3201,0.2485
"2022-01-26 3",0.0629,0.6459,0.2463
"2022-01-26 4",0.042,0.4237,0.1968
"2022-01-26 5",0.0407,0.6518,0.2493
"2022-01-26 6",0.1443,0.6356,0.2362
"2022-01-26 7",0.3088,0.5807,0.2772
"2022-01-26 8",0.317,0.3601,0.2753
"2022-01-26 9",0.1201,0.278,0.2493
"2022-01-26 10",0.0497,0.109,0.1118
"2022-01-26 11",0.0324,0,0.1894
"2022-01-26 12",0.0123,0,0.1995
"2022-01-26 13",0,0.2149,0.229
"2022-01-26 14",0,0,0.1608
"2022-01-26 15",0,0,0.1271
"2022-01-26 16",0,0,0.1656
"2022-01-26 17",0,0,0.17
"2022-01-26 18",0.0309,0,0.1827
"2022-01-26 19",0.043,0.1215,0.2037
"2022-01-26 20",0.0583,0.2266,0.2082
"2022-01-26 21",0.1501,0.396,0.332
"2022-01-26 22",0.3468,0.673,0.5093
"2022-01-26 23",0.2378,0.8159,0.3974
"2022-01-27 0",0.2315,1.163,0.4063
"2022-01-27 1",0.1431,0.7027,0.3465
"2022-01-27 4",0.0917,0.6466,0.3149
"2022-01-27 5",0.1012,0.8947,0.2681
"2022-01-27 6",0.1424,1.0605,0.4568
"2022-01-27 7",0.1816,0.9097,0.3597
"2022-01-27 8",0.1969,0.7626,0.3906
"2022-01-27 9",0.1834,1.0625,0.3978
"2022-01-27 10",0.0563,0.4328,0.3224
"2022-01-27 11",0.0127,0,0.1738
"2022-01-27 12",0,0,0.1378
"2022-01-27 13",0,0,0
"2022-01-27 14",0,0,0.1047
"2022-01-27 15",0,0,0.1686
"2022-01-27 16",0,0,0.136
"2022-01-27 17",0,0,0.1983
"2022-01-27 18",0.0309,0.2572,0.1873
"2022-01-27 19",0.0608,0.2788,0.2501
"2022-01-27 20",0.0714,0.35,0.235
"2022-01-27 21",0.0621,0,0.2177
"2022-01-27 22",0.0846,0.2085,0.2286
"2022-01-27 23",0.0701,0,0.197
"2022-01-28 2",0.0907,0.7139,0.3102
"2022-01-28 3",0.0812,0.6182,0.3456
"2022-01-28 4",0.0774,0.551,0.2385
"2022-01-28 5",0.1043,0.5235,0.2769
"2022-01-28 6",0.2244,0.681,0.3157
"2022-01-28 7",0.3145,0.6908,0.4095
"2022-01-28 8",0.4137,0.5434,0.4263
"2022-01-28 9",0.1185,0.2031,0.2306
"2022-01-28 10",0.057,0.131,0.215
"2022-01-28 11",0.0584,0.6829,0.3382
"2022-01-28 12",0.0274,0,0.201
"2022-01-28 13",0.0335,0.2932,0.2376
"2022-01-28 14",0.0205,0.2247,0.1876
"2022-01-28 15",0.0231,0,0.1822
"2022-01-28 16",0.0237,0,0.2134
"2022-01-28 17",0.0426,0.1339,0.186
"2022-01-28 18",0.0564,0.3626,0.2139
"2022-01-28 19",0.1233,1.1825,0.2477
