dt,USOS O3,UDAQ O3,merged_ozone,8hr_rolling_avg_USOS O3,MDA8_O3_USOS O3,Exceedance_day_USOS O3,8hr_rolling_avg_UDAQ O3,MDA8_O3_UDAQ O3,Exceedance_day_UDAQ O3,8hr_rolling_avg_merged_ozone,MDA8_O3_merged_ozone,Exceedance_day_merged_ozone
2024-07-15 00:00:00,,,,,,False,,,False,,,False
2024-07-15 01:00:00,,,,,,False,,,False,,,False
2024-07-15 02:00:00,,,,,,False,,,False,,,False
2024-07-15 03:00:00,,,,,,False,,,False,,,False
2024-07-15 04:00:00,,,,,,False,,,False,,,False
2024-07-15 05:00:00,,,,,,False,,,False,,,False
2024-07-15 06:00:00,,,,,,False,,,False,,,False
2024-07-15 07:00:00,,,,,,False,,,False,,,False
2024-07-15 08:00:00,,,,,,False,,,False,,,False
2024-07-15 09:00:00,,,,,,False,,,False,,,False
2024-07-15 10:00:00,,,,,,False,,,False,,,False
2024-07-15 11:00:00,,,,,,False,,,False,,,False
2024-07-15 12:00:00,,,,,,False,,,False,,,False
2024-07-15 13:00:00,,,,,,False,,,False,,,False
2024-07-15 14:00:00,,,,,,False,,,False,,,False
2024-07-15 15:00:00,,,,,,False,,,False,,,False
2024-07-15 16:00:00,,,,,,False,,,False,,,False
2024-07-15 17:00:00,,,,,,False,,,False,,,False
2024-07-15 18:00:00,,,,,,False,,,False,,,False
2024-07-15 19:00:00,,,,,,False,,,False,,,False
2024-07-15 20:00:00,,,,,,False,,,False,,,False
2024-07-15 21:00:00,,,,,,False,,,False,,,False
